Codigo Cliente;Cliente;Fecha Nacimiento
11314;Dolores Redondo-Valencia;1991-07-14
11315;Amando de Berrocal;1948-12-06
11316;Soledad Figueras Viña;1994-06-12
11317;Elvira Gomis Madrigal;1969-06-28
11318;Celia Bejarano;1970-05-14
11319;Edelmira Canet Pagès;1995-08-01
11320;Ramón Díaz-Escamilla;1960-10-28
11321;Remigio Agullo Girona;1967-06-18
11322;José del Lumbreras;1950-06-18
11323;José Mari Menendez;1997-09-14
11324;Jafet Vega Angulo;1997-05-28
11325;Edmundo Maximiliano Becerra Hernández;1948-05-31
11326;Brunilda Guzmán Almagro;1997-08-25
11327;Candelario Atienza Tejero;1989-11-25
11328;Jesusa Giner-Iborra;1963-06-03
11329;Remedios Morera Marqués;1975-08-26
11330;José Manuel Arranz Palau;1968-10-26
11331;África Casas Valverde;1964-01-28
11332;Silvestre Piñol Jordá;1990-09-24
11333;Hector Anglada-Valbuena;2002-08-27
11334;Caridad Moliner Pareja;1953-09-13
11335;Tomasa Melisa Dominguez Manzano;1962-07-01
11336;Aroa Rivero-Macías;1981-12-18
11337;Rico Quevedo Villalba;1992-08-03
11338;Soraya Serrano;1991-02-17
11339;Dan Borrell Requena;2004-07-15
11340;Rodrigo Alsina;1965-04-25
11341;Horacio Cervera;2002-06-13
11342;Bibiana Alemany Arias;1991-05-26
11343;Aarón Álamo Perelló;1979-09-03
11344;Tadeo Duque Rojas;1962-03-19
11345;María Jesús Mendez;1967-05-05
11346;Raquel Jódar-Pavón;1961-05-15
11347;Emelina Mas;1957-01-20
11348;Leandra del Campillo;1956-08-25
11349;Edelmira del Enríquez;1990-01-21
11350;Galo Garmendia Echevarría;1974-07-12
11351;Iris Olalla Guzman Otero;1980-08-30
11352;Albert Riera Blasco;2002-01-11
11353;Dora del Roca;1947-10-21
11354;Rosa Menendez Bayona;1986-09-25
11355;Baldomero Cerro Feliu;1971-10-18
11356;Seve Lillo Sastre;1976-12-03
11357;Loreto Becerra Nebot;1979-06-23
11358;Dominga Sanmartín Manzano;1997-06-01
11359;Ale Guardiola Roma;1992-09-24
11360;Julieta del Hervia;1971-08-16
11361;Bonifacio Nicolau Leon;1953-04-21
11362;Gerardo Teodoro Galván Guijarro;1979-07-14
11363;Felipe del Martin;1998-11-20
11364;Luis Ángel Solé;1979-02-04
11365;Emilio Aparicio Cornejo;1948-08-27
11366;Ambrosio Juárez Tolosa;1961-07-04
11367;Irma Anselma Enríquez Carretero;1958-06-06
11368;Jose Angel Diaz Conesa;1999-06-10
11369;Jordán Bárcena-Mármol;1997-03-19
11370;Inés Portero Santamaría;1972-03-01
11371;Socorro Echevarría Jaén;1982-12-20
11372;Eligia Bermudez Uribe;1993-04-10
11373;Arcelia Velázquez Otero;1955-08-21
11374;Gilberto Checa Escrivá;1993-06-03
11375;Eusebio Pereira Estévez;1948-09-23
11376;Paloma Arellano Goñi;1975-02-10
11377;Candelaria Frías;2003-10-01
11378;Carmelo Baeza Ramón;1959-07-17
11379;Amancio Batlle;1970-05-25
11380;Jacinta Fernanda Jaén Escribano;1986-03-30
11381;Leonel Criado Jove;1950-03-06
11382;Manuelita Viana Llobet;1957-07-22
11383;Gilberto Manu Alsina Mateo;1997-02-15
11384;Albano del Mendez;1992-02-03
11385;Manu Mate Nevado;1987-01-01
11386;Socorro Santamaría Llamas;1973-06-05
11387;Maristela Mayo Galán;1955-06-04
11388;Amanda Reig Viana;2005-04-30
11389;Elpidio Soto Romero;1979-08-17
11390;Selena Ochoa Escamilla;1954-04-04
11391;Crescencia Rojas Serna;2001-07-27
11392;Fortunata de Solsona;1958-02-05
11393;Amado Reinaldo Piña Tejera;1952-01-12
11394;Olimpia Perea Portillo;1976-08-23
11395;Dulce Arnal Gascón;1969-07-19
11396;Mireia Tamarit;1955-06-29
11397;Flor Becerra Beltran;1963-02-09
11398;Florentino Bonilla-Jimenez;1973-12-04
11399;Pío Miralles-Serna;1965-03-02
11400;Encarnación Tapia Sola;1991-09-03
11401;Sara del Chico;1984-12-11
11402;Lorenza Salvador Cadenas;1948-08-17
11403;Luis Miguel Barrera Vazquez;2001-08-15
11404;Jose Ordóñez;1975-02-23
11405;Claudia Grande;1952-03-03
11406;Cirino Pinedo Martinez;1985-02-13
11407;Luis Higueras Galiano;1953-12-06
11408;Corona Esperanza Puga Pacheco;1973-12-15
11409;Trinidad Domínguez Tejero;1963-10-30
11410;Reinaldo Simó Vega;1974-03-19
11411;Aureliano Escudero Robles;1975-10-07
11412;Magdalena Coronado Godoy;1981-10-15
11413;Casemiro Colom Buendía;2000-12-30
11414;Jesusa Benet Mendez;1964-08-02
11415;Paco Cisneros Larrañaga;1973-06-27
11416;Juan Clavero Barragán;1987-01-04
11417;Elena Guardiola Arranz;1983-07-03
11418;Gloria Pozuelo;1961-02-05
11419;Maximino Acevedo Acevedo;1956-11-02
11420;Marcos Iborra Jaén;1967-01-13
11421;Paca Gomis Ricart;1993-04-02
11422;Ágata Tena Guillén;1984-08-23
11423;Eusebio Trillo-Ribas;1948-02-06
11424;Eleuterio Calvo Juan;1990-10-21
11425;Abigaíl Grau;1962-08-11
11426;Florinda Elías Maldonado;1954-08-21
11427;René Osorio Vicens;1967-09-16
11428;Lorenza Paredes Vall;1983-09-06
11429;Lalo Escolano-Lladó;1972-07-29
11430;Lilia Alicia Parejo Hurtado;1978-12-11
11431;Rogelio Manso-Amigó;1983-02-12
11432;María Manuela Sevillano Valdés;1956-04-04
11433;Amparo Contreras-Céspedes;1980-12-02
11434;Ruben Falcón;1994-06-17
11435;Leire Salom Villa;1981-02-24
11436;Cloe Estévez Puerta;2002-12-17
11437;Noé Elpidio Nicolau Méndez;1992-11-15
11438;Fernanda Donoso Amat;1968-02-15
11439;Verónica Florentina Velázquez Cueto;1973-12-14
11440;Bernabé Valero Ramis;1961-09-20
11441;Chema Aliaga-Tur;1991-02-18
11442;Florinda Gimenez Garcia;1992-06-15
11443;Javiera Pallarès;1955-02-25
11444;Emiliana Paniagua Alarcón;1949-10-18
11445;Dorotea de Alcalá;1976-10-25
11446;Haydée Ortuño Guzman;1985-06-29
11447;Moreno Vallés Mena;1997-07-05
11448;Mayte Blázquez Guerrero;1982-04-08
11449;Teodoro Miró Esparza;1958-03-26
11450;Lucio Garrido Reig;2003-04-09
11451;Dalila Moll Guerrero;1963-05-31
11452;Gilberto Barba Guardia;2003-07-29
11453;Cayetana Mora Águila;1985-06-07
11454;Ovidio Romero Trillo;1947-07-29
11455;Clotilde Flor Seguí;1965-10-31
11456;Saturnina Amaya Girón Doménech;1947-11-02
11457;Nicanor Fuster Tejero;1992-05-01
11458;Lilia Ballester Atienza;1975-03-13
11459;Santos Barranco Molina;1999-12-29
11460;Liliana Polo Garmendia;1981-10-12
11461;Florentina Pomares Madrid;1985-02-08
11462;Melania Hervia Luna;2005-05-10
11463;León Jenaro Osuna Molina;1991-07-07
11464;Renata Tamayo Sevillano;1998-07-18
11465;Maura Jáuregui Moya;1955-10-23
11466;Teodosio Victor Manuel Aguiló Aguiló;1962-05-20
11467;Valerio Cifuentes Sáez;1979-02-16
11468;Eufemia Carreras Rubio;1958-02-21
11469;Ricarda Cantón Boada;1949-06-02
11470;Ainara del Coello;2000-03-02
11471;Amarilis Toro Catalán;1962-12-19
11472;Joan de Perera;2001-06-22
11473;Maxi Vidal;1978-08-20
11474;Febe Puga Miralles;1947-08-22
11475;Cristian Porcel-Gutierrez;1967-09-02
11476;Calixta Chico;1987-09-06
11477;Martín Arnau Lozano;1980-07-22
11478;Ángela Almeida Bautista;1987-06-26
11479;Mario Pomares Vilar;1980-11-29
11480;Josep Guardiola Zurita;1961-11-16
11481;Lucio Manso;1997-09-28
11482;Martin Anaya Calleja;1959-10-31
11483;Maristela Calderón Tur;1983-10-26
11484;Ileana Viñas Pascual;1950-11-30
11485;Ainoa Plaza-Barón;1962-06-10
11486;Maricruz Campos Elorza;1982-03-10
11487;Adelina Sacristán Agudo;1955-05-12
11488;Luisina Elías Buendía;1990-11-15
11489;Heriberto Rovira Chacón;1978-12-31
11490;Fidel Luís;1962-08-26
11491;María Manuela Arce Ledesma;1956-01-14
11492;Noé Tapia Clavero;1971-01-14
11493;Abel Botella Montero;1975-04-16
11494;Trinidad de Mármol;1989-03-08
11495;Bernardo Pont Valenciano;1963-10-05
11496;Rufina del Palomar;1963-11-05
11497;Ámbar de Valencia;1970-02-06
11498;Clímaco Uriarte Belmonte;1949-01-20
11499;Elodia Susana Pablo Pont;1984-08-26
11500;Miguela Gallardo Barrio;1960-10-19
11501;María Pilar Garzón-Ureña;1985-05-11
11502;Miguela Emelina Gordillo Rueda;1961-10-16
11503;Juan Manuel Reguera-Villalobos;1951-04-20
11504;María Acero Becerra;1971-09-27
11505;Viviana Leal Ruano;1948-06-05
11506;Rosalinda Moya Cases;1960-04-26
11507;Yéssica Torrijos Garrido;1974-01-11
11508;María Páez Cueto;1976-01-31
11509;Amanda Llabrés Vicens;1969-07-31
11510;Eutimio Ayuso Palomino;2001-01-21
11511;Soledad Guillen Olivera;1961-11-02
11512;Hugo Codina Jiménez;1982-06-24
11513;Lorenza Marisa Donaire Becerra;1951-10-05
11514;Natalia Girona Ortiz;2004-01-06
11515;Maite Durán;1978-07-04
11516;Pacífica Flor Tejera;1965-07-21
11517;Araceli Jáuregui Olivé;1986-11-01
11518;Federico del Bárcena;1993-04-30
11519;Julieta Uribe Lopez;1971-04-25
11520;Paulina Tudela Bustos;1958-06-24
11521;Berto Valverde Medina;1971-12-29
11522;Dolores Marquez Campoy;1951-02-14
11523;Jacinto Joaquín Pinto Jaén;1963-08-04
11524;Juan Ale Canales Noriega;1986-06-30
11525;Otilia del Carro;2003-05-10
11526;Nazaret Belmonte;2002-01-07
11527;Carlos de Gomis;1996-06-12
11528;Odalys Navarro Urrutia;1967-05-03
11529;Gerónimo Mateo-Gomez;1963-03-05
11530;Merche Ocaña Prado;1993-12-16
11531;Hermenegildo Sales-Cano;1971-01-04
11532;Maxi Mena Badía;1990-03-29
11533;María Carmen Rius-Carbonell;2002-07-22
11534;Belen Martínez Cabrero;1993-06-19
11535;Sonia Bermudez Feijoo;1952-05-16
11536;Paco Fernandez Martín;1959-12-09
11537;Gabriela Sáenz Ferrández;1991-11-09
11538;Victorino Roma;1982-04-12
11539;Natividad Folch Vilar;2001-12-11
11540;Lorena Pastor Costa;1999-11-07
11541;Clotilde Ribera-Duarte;1963-08-21
11542;Dolores del Sebastián;1953-09-23
11543;Gloria López Chacón;2001-09-14
11544;Juan José Rafael Alberto Madrid;1979-09-06
11545;Ruperto Guzman;1994-01-25
11546;Federico Corral Armas;2001-12-25
11547;Florencio del Trillo;1989-02-27
11548;Rico Perales Canet;1992-12-13
11549;Omar del Oliva;1964-11-18
11550;Manu Salinas Criado;1950-08-25
11551;Jordana Cañizares;1982-07-02
11552;Vanesa Sastre Segura;1981-05-27
11553;Isabel López-Arranz;1953-08-27
11554;Julia Peralta Maldonado;1973-01-30
11555;Eufemia Roda Torrecilla;1987-03-17
11556;Delia Arenas Bustos;2004-10-19
11557;Ainara Padilla Alberto;2003-03-25
11558;Julio Domingo Madrid Figuerola;1967-04-25
11559;Eutimio Clavero-Gual;1972-12-02
11560;Fabio del Herrero;1986-08-20
11561;Fernando Martin Montoya;1982-04-11
11562;Virgilio Albano Álvaro Baquero;1993-12-30
11563;Sebastian Osvaldo Giralt Carretero;1963-08-23
11564;Carina Prada Salmerón;1948-08-18
11565;Carmelo Barba Villaverde;1973-12-11
11566;Ágata Griselda Alegria Figueroa;1988-12-18
11567;Antonia Miranda Gracia;1970-09-18
11568;Yago Tormo Cortes;1975-02-13
11569;Yolanda Gordillo Agustí;1984-07-02
11570;Manolo Larrañaga Revilla;1961-02-13
11571;Cruz Álvarez-Toro;1995-10-15
11572;Eugenio Guijarro Luís;2004-06-12
11573;Micaela Pujol Barros;1968-10-20
11574;Gisela Cabañas-Roura;1993-11-30
11575;Diego Quirós Jerez;1977-03-23
11576;Emiliano Guardia;1970-04-19
11577;Ariel Céspedes-Barco;2000-07-12
11578;Cebrián Hector Aguirre Amores;1966-09-24
11579;Plácido Millán Casares;1960-12-22
11580;Trini de Pareja;1966-06-21
11581;Wálter Llorens Bas;2003-10-25
11582;Nicodemo del Piñeiro;1952-11-23
11583;Quique Bolaños Gaya;1969-02-27
11584;Álvaro Roig Ortega;2005-03-25
11585;Eligia del Araujo;1955-07-24
11586;Jose Luis Galván Mínguez;1953-05-11
11587;Ignacia León Gonzalo;1973-01-28
11588;José Mari de Verdú;1985-11-17
11589;Santos Madrigal Ureña;1964-02-14
11590;Ovidio de Leon;1998-03-05
11591;Alcides Morera Cid;1983-12-17
11592;Febe de Ribas;1959-07-06
11593;Juan José Alfaro Quero;2000-10-01
11594;Ezequiel Bosch Guardia;1994-07-04
11595;Jimena Font Fábregas;1987-04-22
11596;María Belén Miralles Pinedo;1996-07-16
11597;Lupita Martorell Martorell;1977-06-20
11598;Felix Cabeza Redondo;1989-07-15
11599;Isidora Ferrero;1967-01-10
11600;Luciano Mora Rodrigo;1952-10-05
11601;Sandalio Fabregat Falcó;1977-04-18
11602;Encarnacion Aparicio Cabanillas;1976-08-08
11603;Jose Francisco Barbero Barrena;1952-12-30
11604;Nicodemo Narváez Gordillo;1965-04-14
11605;Trinidad de Palomo;1994-04-01
11606;Paco de Arnal;1979-08-18
11607;Alexandra Batalla-Pina;1986-01-19
11608;Marina Rosalva Esteban Bermejo;1960-11-21
11609;Rosaura Consuelo Segarra Aparicio;1994-09-25
11610;Juan Francisco Guitart Cantón;1968-12-16
11611;Aarón Daza;1991-03-30
11612;Dani Guardia Luna;1997-12-24
11613;Alfonso Victor Manuel Pavón Heras;1963-10-24
11614;Baltasar Elpidio Lorenzo Gibert;2004-05-14
11615;Emiliana Bou;1967-01-14
11616;Clarisa Solano Mena;1979-01-15
11617;Geraldo Azorin Sola;1974-05-01
11618;Silvia Giner;1963-03-27
11619;Irene Gelabert Sevilla;1984-03-23
11620;América Uriarte Echevarría;1954-08-26
11621;Ismael Viana Ocaña;1958-07-08
11622;Violeta Murillo Varela;2000-09-25
11623;Micaela Larrañaga Bernat;1985-02-04
11624;Ezequiel Roman-Morata;1970-09-01
11625;Renata Valero Román;1952-08-17
11626;Jenaro Mariscal Somoza;1970-05-12
11627;Celso Roda Nogueira;1971-12-10
11628;Asdrubal Ropero-Gárate;1984-10-22
11629;Felipa Ferrera Briones;1956-08-22
11630;Gloria de Huerta;1970-04-30
11631;Tiburcio Rius Ferrer;1998-09-20
11632;Eliana Llopis Huguet;1958-09-09
11633;Chus Barrera Esteban;1958-08-09
11634;Efraín Terrón Valero;1977-07-05
11635;Seve Muñoz Gonzalo;1961-04-30
11636;Verónica Ana Fuentes Montesinos;1966-07-29
11637;Edu Canals Valcárcel;1980-08-11
11638;Arsenio Arco Granados;1997-08-28
11639;Anunciación Baeza Atienza;1987-02-22
11640;Damián de Páez;1979-10-24
11641;Melisa Baeza-Delgado;1982-02-11
11642;Daniel Herranz;1970-06-24
11643;Clímaco Plaza Arcos;1964-05-11
11644;Bernarda de Villalba;2003-04-13
11645;Lourdes Saez-Merino;1991-04-03
11646;Ricardo Natanael Zabala Clavero;1986-08-09
11647;Graciana Olivera;1988-09-12
11648;Fanny Guijarro Salazar;1961-06-15
11649;Aurelia Andres Vilar;1995-04-21
11650;Esperanza del Cruz;1976-09-24
11651;Florentino Conrado Velázquez Ripoll;1947-12-14
11652;Fabricio Casado Escobar;2000-01-26
11653;Socorro Franco Montoya;1965-02-06
11654;Dionisia del Viña;1996-07-11
11655;Adelaida Medina-Crespi;1967-02-19
11656;Cebrián Blanco;1957-03-02
11657;Toño Custodio Cózar Herrero;1989-09-30
11658;Roberta Calderón-Iniesta;1962-08-16
11659;Luis Ángel Lillo Merino;2002-02-28
11660;Chema Vilar Caballero;1998-07-14
11661;Teófila Marisela Cabello Arteaga;1964-02-27
11662;Macario Abilio Diego Ramirez;1968-09-05
11663;Miriam Macaria Puente Acero;2002-05-09
11664;Marina Sacristán Plana;1977-08-24
11665;Desiderio Carlos Sastre;1949-02-13
11666;Renata Silva;1973-07-04
11667;Mirta Guerra Barriga;2000-03-13
11668;María Teresa Cuenca Macias;1993-01-23
11669;Cebrián Becerra Lobo;2004-01-17
11670;María Jesús Nuria Muñoz Martínez;1955-11-01
11671;Jose Miguel Llamas Álamo;1971-05-21
11672;Gertrudis Moya-Acedo;1989-08-19
11673;Estrella Estrella Zamorano Maza;2000-01-08
11674;Roque Prada Barberá;2004-05-29
11675;Susana de Camps;1991-11-19
11676;Concepción Alberdi Donaire;1973-03-26
11677;Pancho Gelabert Salazar;1995-08-16
11678;Francisco Jose Valdés Escamilla;1982-06-14
11679;Fidela Manso-Carrasco;1984-08-14
11680;Martín Feijoo Navas;1979-01-16
11681;Macario Guzmán Serrano;1988-08-28
11682;Yago del Exposito;2001-12-28
11683;Calisto Tello Porras;1967-12-02
11684;Abigaíl Jordán Pujadas;1967-02-19
11685;Abilio Santamaría Abril;1985-12-20
11686;Ángel Maldonado Redondo;1995-02-19
11687;Quique Parejo Bustamante;1948-09-03
11688;Ruperto Pazos-Cabo;1981-01-29
11689;Leandro Cerezo Solana;1992-04-27
11690;Bartolomé Roma Salas;1977-02-14
11691;Rosario Díez Vargas;1986-03-23
11692;José Manuel Fernandez Madrid;1999-04-11
11693;Zoraida Barrio Rodriguez;1987-01-15
11694;Paco Arnal Sabater;1970-12-06
11695;Vicenta Pedrero Sarmiento;1975-08-12
11696;Santos de Parra;1999-07-05
11697;Paz Nieves Duarte Llabrés;1969-03-25
11698;Reina Navarrete Clavero;1977-09-13
11699;Diego Santiago Cuadrado Salamanca;1964-03-08
11700;Ainara del Sedano;1961-02-17
11701;Nuria Cano Daza;1950-06-17
11702;Encarnación Ferrández Puerta;1992-07-14
11703;Rosa María Carmona Mosquera;1983-10-16
11704;Celso Pineda Linares;1982-08-06
11705;Otilia Torres Sales;1983-09-01
11706;Eva María Cárdenas Diéguez;1986-11-16
11707;Isabel Ramón Lorenzo;1980-11-14
11708;Valentín Folch-Blasco;1967-11-11
11709;Nereida Mayoral Corral;1973-05-18
11710;Imelda Quevedo Salvador;2001-07-22
11711;Mariano Arrieta Sáenz;1987-09-07
11712;Amor Fiol Lamas;1960-01-19
11713;Cleto Infante Soria;1991-09-12
11714;Tamara Bernal Carrasco;1969-11-29
11715;Camilo Neira-Llorens;1974-12-02
11716;Armida Trujillo Coello;1977-09-03
11717;Amílcar Cortes Vicente;1968-04-28
11718;Régulo Juliá Camino;1999-12-25
11719;Edmundo Marí-Cerdán;1954-07-28
11720;Leire Fuster Ariño;1976-05-25
11721;Úrsula del Enríquez;1956-08-09
11722;Trinidad Riera Rosell;1986-02-19
11723;Leopoldo Eliseo Coca Riera;1972-01-11
11724;Jenny Cases Cabello;1969-01-12
11725;Maite Rosell-Estrada;1991-08-12
11726;Purificación Ortuño Caparrós;2004-02-01
11727;Rafaela Solís-Arnaiz;2003-10-03
11728;Ángeles Pulido Soriano;1980-06-15
11729;Salvador Dueñas Pazos;1983-01-28
11730;Sosimo Juan Bautista Acevedo Diaz;1994-07-04
11731;Estela Parra;1982-04-05
11732;Carlito Perera Valero;1990-08-17
11733;Amor Acuña Maestre;1999-05-01
11734;Felisa Pombo Santamaria;1948-12-06
11735;Ulises del Nogueira;1953-08-23
11736;Alfonso Soriano;1958-09-19
11737;Ofelia Ariño Ángel;1960-02-04
11738;Zoraida Navarro Sanjuan;1997-11-09
11739;Pilar Montenegro-Santamaría;1956-02-20
11740;Zacarías Granados Donoso;1991-07-03
11741;Amada Ros Castells;1990-01-19
11742;Duilio Paco Sánchez Rovira;1952-08-26
11743;Emiliana Máxima Tudela Almansa;1984-08-07
11744;Miguel Castillo Sarabia;1953-12-24
11745;Fermín Gallardo;1976-10-03
11746;Ricardo Cobos-Martorell;1984-05-20
11747;Florentino de Meléndez;1998-05-31
11748;Elías Valderrama-Luna;2005-01-03
11749;Marita Peñas;1958-08-14
11750;Primitiva Galan Priego;1953-04-09
11751;Luna Bernat Llorens;2001-03-15
11752;Cristian Hernando Rodríguez;1998-01-27
11753;Carmelo Pedro-Bastida;2000-07-26
11754;Asdrubal Gargallo Mínguez;1951-03-22
11755;Nando Boada Arnaiz;1997-08-24
11756;Azeneth Romeu-Fuentes;1950-06-18
11757;Teófilo Lledó Solera;1983-09-29
11758;Pepita Carballo;1964-06-03
11759;Guiomar Roca Rosa;1960-12-17
11760;Simón Almansa-Carranza;1959-12-12
11761;Adriana Aguiló Hoz;1968-12-11
11762;Mayte Requena Cano;1966-01-25
11763;Rufino de Romero;1953-09-28
11764;Isabel Roldán;2002-06-26
11765;Santiago Rubén Asenjo Jurado;1957-03-27
11766;Amor Arnal Serra;1967-09-12
11767;Amor Barros Villalba;1985-06-12
11768;Claudio Herrero Carballo;1948-10-11
11769;Evita Casas Barranco;1970-03-31
11770;Francisco Pons;1992-08-16
11771;Abel Pla Giménez;1953-03-23
11772;Micaela Múñiz Beltran;1958-03-29
11773;Esmeralda Arana Carbó;1986-10-05
11774;Calisto Cerezo Huerta;1986-09-26
11775;Felipa Chacón-Merino;1964-03-26
11776;Ibán de Arenas;1999-10-27
11777;Jeremías Antón Montesinos;1949-02-15
11778;Angelina Espada Lara;1991-02-09
11779;Micaela Priego Castrillo;1962-08-02
11780;Mohamed Ariño Manuel;1993-03-13
11781;Nicolasa Cervantes-Company;1953-04-10
11782;Ildefonso Águila Reyes;1968-10-03
11783;Teresita Avilés Olivé;1977-08-17
11784;Rosendo Millán;1961-03-13
11785;Carmelo Nadal Mendizábal;1999-08-26
11786;Juan Carlos Coello Mate;1960-01-06
11787;Marino Contreras;1948-02-15
11788;Eligio Abad Egea;1984-09-21
11789;Natalia Roldan Agustí;1971-01-14
11790;Máxima Fajardo Gutierrez;1979-05-07
11791;César Mendizábal Barrena;1957-06-08
11792;Aurelio Leon Córdoba;1965-02-12
11793;Dimas Lloret-Larrea;1951-02-22
11794;Apolonia Rodriguez Salamanca;1950-06-22
11795;Teo Céspedes Gomez;1990-12-17
11796;Eloy Gimenez Heredia;1954-10-20
11797;Gerónimo Salom Estévez;1997-09-30
11798;Daniel Cuevas Ocaña;1983-04-18
11799;Brígida del Castellanos;1960-07-11
11800;Óscar Manjón-Ramirez;1951-01-19
11801;Macario Mariscal Nogués;1984-09-20
11802;Palmira Solano Burgos;1997-02-14
11803;Reyes Nuñez-Lastra;1986-12-12
11804;Felicidad Martorell Varela;1947-11-06
11805;Paco Mosquera Cuadrado;1987-08-11
11806;Guadalupe Bou Hoz;1960-07-03
11807;Herberto Cortés Ochoa;1999-10-16
11808;Antonia Font Villalobos;1995-06-03
11809;Alicia Flavia Baró Quesada;2000-03-31
11810;Lidia Montaña-Llopis;1990-06-30
11811;Edelmira Tur-Ros;1964-07-13
11812;Horacio Casals Llanos;1962-03-18
11813;Jessica Cornejo Querol;1974-11-14
11814;Lucía Palomino-Cortina;1980-02-25
11815;Rosalía Benet Amat;1983-07-15
11816;Aurora Ocaña Cerro;1970-12-25
11817;Micaela Aitana Barón Portero;1948-09-05
11818;Atilio Arjona;1954-03-20
11819;Armando Acevedo Arcos;1970-09-14
11820;Felipa Prieto Bello;1993-08-15
11821;Guadalupe Vilaplana Acero;1976-09-03
11822;Nereida Expósito Gonzalo;1953-12-14
11823;Laura Aguirre Rivera;1990-08-30
11824;Isa Díez Rodriguez;1949-12-17
11825;Perlita Blazquez-Escalona;1950-08-03
11826;Narcisa Reyes Patiño;1991-10-27
11827;Berta Iñiguez Robledo;1999-03-05
11828;Olivia Oriana Asenjo Cabanillas;1998-01-01
11829;Manuelita López;1955-12-21
11830;Nilo Perea García;1953-07-05
11831;Luís del Navarrete;1956-12-14
11832;Florentina Gilabert;1995-09-14
11833;Aurelio Monreal;1970-04-21
11834;Fátima Gomila Quiroga;1977-08-20
11835;Pepito del Carrasco;2001-03-19
11836;Azucena Cabezas Correa;2001-01-03
11837;Felicidad Casas-Fernandez;1986-11-07
11838;Artemio Maldonado Mayo;1981-06-01
11839;Flora Ríos Calleja;1975-11-07
11840;Luís Torres Medina;1961-02-17
11841;Urbano Dueñas Cabañas;1990-07-23
11842;Adelaida Verdugo Cañas;1961-03-24
11843;Armida Lluch Madrid;1984-04-27
11844;Trinidad del Ferrández;1947-10-05
11845;Godofredo Anselmo Gracia Arias;1985-12-04
11846;Leandro Bautista Ibañez Gallart;1974-09-15
11847;Alma Benavente Samper;2000-09-08
11848;Josefina Villalobos Gimenez;1984-08-01
